ano,mes,tipo,metrica,id_cliente,nombre_cliente,monto_local,monto_dolar
2015,1,COMERCIALIZADORA,presupuesto,ZF900205T,ARTHROCARE DE COSTA RICA S.R.L.,113696.3,204.86
2015,1,COMERCIALIZADORA,presupuesto,ZF901103D,COVIDIEN MANUFACTURING SOLUTIONS S.A.,529082.11,953.3
2015,1,COMERCIALIZADORA,presupuesto,ZF901332D,ALLEGHENY MEDICAL SYSTEMS S.A.,111000,200
2015,1,COMERCIALIZADORA,presupuesto,ZF901337D,CYBERONICS LATAM S.R.L.,111000,200
2015,1,COMERCIALIZADORA,presupuesto,ZF908901D,PHAROS DE COSTA RICA S.A.,111000,200
2015,1,COMERCIALIZADORA,presupuesto,ZF909702D,VITEC VIDEOCOM L.T.D.A,111000,200
2015,1,COMERCIALIZADORA,presupuesto,ZF909920D,ALLERGAN COSTA RICA L.T.D.A.,111000,200
2015,1,COMERCIALIZADORA,presupuesto,ZF959403D,RAWLINGS DE COSTA RICA S.A.,111000,200
2015,1,COMERCIALIZADORA,presupuesto,ZF981104D,AUXIS COSTA RICA L.T.D.A.,111000,200
2015,1,COMERCIALIZADORA,presupuesto,ZF981130,FISHER SCIENTIFIC COSTA RICA S.R.L.,678553.82,1222.62
2015,1,COMERCIALIZADORA,presupuesto,ZF981302T,VWR INTERNATIONAL L.T.D.A.,111000,200
2015,1,COMERCIALIZADORA,presupuesto,ZF989205,CASA PROVEEDORA PHILLIPS S.A. ,179191.63,322.87
2015,1,COMERCIALIZADORA,presupuesto,ZF989610,MATERIALES ELECTRICOS AGUILA DE LATINOAMERICA S.A.,589654.2,1062.44
2015,1,COMERCIALIZADORA,presupuesto,ZF900314D,BOSTON SCIENTIFIC DE COSTA RICA S.R.L.,141819.15,255.53
2015,1,COMERCIALIZADORA,presupuesto,ZF981408,KIMBERLY-CLARK TRADING AND SERVICES L.T.D.A.,111000,200
2015,1,COMERCIALIZADORA,presupuesto,,CRECIMIENTO,19588804.35,35295.14
2015,1,PROCESADORA,presupuesto,ZF031122,INDUSTRIAS MARTEC S.A.,1743116.25,3140.75
2015,1,PROCESADORA,presupuesto,ZF031229,TRUCHAS REALES DE COSTA RICA S.A.,111133.2,200.24
2015,1,PROCESADORA,presupuesto,ZF071123,PRODUCTOS CONGELADOS BAJO CERO S.A.,867503.85,1563.07
2015,1,PROCESADORA,presupuesto,ZF120603,COMPACT SEEDS & CLONES S.A.,487561.95,878.49
2015,1,PROCESADORA,presupuesto,ZF150014,COMPAÛIA INDUSTRIAL ACEITERA COTO 54 S.A.,4308342.9,7762.78
2015,1,PROCESADORA,presupuesto,ZF150818,PALMATEC CORPORATION DE COSTA RICA S.A.,1117975.35,2014.37
2015,1,PROCESADORA,presupuesto,ZF151214,LATIN AMERICA AGRIALIM S.A.,1940024.7,3495.54
2015,1,PROCESADORA,presupuesto,ZF161026,ALIMENTOS PROSALUD S.A.,4769342.55,8593.41
2015,1,PROCESADORA,presupuesto,ZF200018,PRODUCTOS FLORIDA S.A.,2019517.35,3638.77
2015,1,PROCESADORA,presupuesto,ZF200311,TICOFRUT S.A.,4446499.05,8011.71
2015,1,PROCESADORA,presupuesto,ZF200923,ALIMENTOS BERMUDEZ S.A.,1453273.05,2618.51
2015,1,PROCESADORA,presupuesto,ZF201225,COMPAÛIA FRUTERA LA PAZ S.A.,887067.6,1598.32
2015,1,PROCESADORA,presupuesto,ZF201301,TROPICAL PARADISE FRUITS COMPANY S.A.,1492306.2,2688.84
2015,1,PROCESADORA,presupuesto,ZF201314,FRUTILIGHT S.A.,4115219.55,7414.81
2015,1,PROCESADORA,presupuesto,ZF209423,DEL ORO S.A.,2860331.25,5153.75
2015,1,PROCESADORA,presupuesto,ZF209823,GERBER INGREDIENTS S.A,2535878.25,4569.15
2015,1,PROCESADORA,presupuesto,ZF209922,COMPAÛIA MUNDIMAR S.A.,3648181.5,6573.3
2015,1,PROCESADORA,presupuesto,ZF210024,CASA PROVEEDORA PHILLIPS S.A. ,1358001.75,2446.85
2015,1,PROCESADORA,presupuesto,ZF210113,COCA COLA INDUSTRIAS S.R.L.,1060166.55,1910.21
2015,1,PROCESADORA,presupuesto,ZF210832,SENSIENT COSTA RICA S.R.L.,135253.5,243.7
2015,1,PROCESADORA,presupuesto,ZF211101,CORPORACION DEL VALLE METROPOLITANO S.A.,1303012.35,2347.77
2015,1,PROCESADORA,presupuesto,ZF229712,FRUCTA C.R. S.A.,2855269.65,5144.63
2015,1,PROCESADORA,presupuesto,ZF231125,BIOMAR AQUACORPORATION PRODUCTS S.A.,975262.65,1757.23
2015,1,PROCESADORA,presupuesto,ZF231203,AQUASEA COSTA RICA S.A.,359418,647.6
2015,1,PROCESADORA,presupuesto,ZF300701,HOSPIRA COSTA RICA L.T.D.,9338435.55,16826.01
2015,1,PROCESADORA,presupuesto,ZF301309,LABORATORIO BIOFITOCEUTICA S.A.,249750,450
2015,1,PROCESADORA,presupuesto,ZF30503,RAINBOW EXPORT PROCESSING S.A.,343261.95,618.49
2015,1,PROCESADORA,presupuesto,ZF309909,BAXTER PRODUCTOS MEDICOS L.T.D.A.,1665360.75,3000.65
2015,1,PROCESADORA,presupuesto,ZF389714,FORTECH S.A.,119008.65,214.43
2015,1,PROCESADORA,presupuesto,ZF390020,KELPAC MEDICAL S.A,713097.3,1284.86
2015,1,PROCESADORA,presupuesto,ZF390218,PROQUINAL COSTA RICA S.A.,2789413.35,5025.97
2015,1,PROCESADORA,presupuesto,ZF390408,VENTION MEDICAL COSTA RICA S.A.,1668191.25,3005.75
2015,1,PROCESADORA,presupuesto,ZF390506,NELIPAK COSTA RICA S.A.,191697,345.4
2015,1,PROCESADORA,presupuesto,ZF390519,COMPONENTES INNOVADORES L.T.D.A.,182067.75,328.05
2015,1,PROCESADORA,presupuesto,ZF391009,MERRILLS PACKAGING S.R.L.,111000,200
2015,1,PROCESADORA,presupuesto,ZF391211,PRENT AMERICAS C.R. S.R.L.,204933.75,369.25
2015,1,PROCESADORA,presupuesto,ZF391226,ADSM CENTRO AMERICA S.A.,111000,200
2015,1,PROCESADORA,presupuesto,ZF391307,INJECTION MOULDING AND TOOLING SERVICES S.A.,117088.35,210.97
2015,1,PROCESADORA,presupuesto,ZF391327,GUALAPACK COSTA RICA S.A.,756387.3,1362.86
2015,1,PROCESADORA,presupuesto,ZF39913,TERRAPEZ S.A.,1350204,2432.8
2015,1,PROCESADORA,presupuesto,ZF399614,PRODUCTOS DE ESPUMA S.A.,749927.1,1351.22
2015,1,PROCESADORA,presupuesto,ZF399830,CSI CLOSURE SYSTEMS MANUFACTURING DE C.A. S.R.L.,826328.4,1488.88
2015,1,PROCESADORA,presupuesto,ZF400734,CONFORMADO DE ELASTOMEROS S.A.,111000,200
2015,1,PROCESADORA,presupuesto,ZF409703,TERRAMIX S.A.,5235614.7,9433.54
2015,1,PROCESADORA,presupuesto,ZF429534,GWW INTERNACIONAL S.A.,257481.15,463.93
2015,1,PROCESADORA,presupuesto,ZF429609,MANUFACTURERA CHIRRIPO DEL SUR S.A.,196941.75,354.85
2015,1,PROCESADORA,presupuesto,ZF429902,MENCHHOFER S.A.,154317.75,278.05
2015,1,PROCESADORA,presupuesto,ZF440736,TARIMAS Y EMBALAJES DE MADERAS CERTIFICADAS S.A.,2492832.45,4491.59
2015,1,PROCESADORA,presupuesto,ZF441016,AGREP FORESTAL S.A.,668242.2,1204.04
2015,1,PROCESADORA,presupuesto,ZF449704,MADERIN ECO S.A.,111000,200
2015,1,PROCESADORA,presupuesto,ZF481124,ETIQUETAS IMPRESAS ETIPRES S.A.,873114.9,1573.18
2015,1,PROCESADORA,presupuesto,ZF499502,PANDUIT DE COSTA RICA L.T.D.A.,5736557.7,10336.14
2015,1,PROCESADORA,presupuesto,ZF519010,HILOS A & E DE COSTA RICA S.A.,1027053.86,1850.55
2015,1,PROCESADORA,presupuesto,ZF521328,SAEA SPINNING S.R.L.,222000,400
2015,1,PROCESADORA,presupuesto,ZF610305,THE SEAT COVER FACTORY S.A.,129942.15,234.13
2015,1,PROCESADORA,presupuesto,ZF618702,CARTEX MANUFACTURERA S.R.L. ,1010471.85,1820.67
2015,1,PROCESADORA,presupuesto,ZF619122,MANUFACTURERA DE CARTAGO S.R.L.,765444.9,1379.18
2015,1,PROCESADORA,presupuesto,ZF621306,RMI INDUSTRIES S.A.,111000,200
2015,1,PROCESADORA,presupuesto,ZF629544,AMOENA DE COSTA RICA S.A.,768680.55,1385.01
2015,1,PROCESADORA,presupuesto,ZF629809,CARTEX MANUFACTURERA S.R.L. ,1853583.45,3339.79
2015,1,PROCESADORA,presupuesto,ZF709911,IKOR PUNTARENAS S.A.,345998.1,623.42
2015,1,PROCESADORA,presupuesto,ZF710106,METALES PROCESADOS M.R.W. S.A.,120634.8,217.36
2015,1,PROCESADORA,presupuesto,ZF710729,PRECISION ASSEMBLY MAQUILA S.A.,207303.6,373.52
2015,1,PROCESADORA,presupuesto,ZF710816,C&J INTERNATIONAL LLC S.R.L.,230757.9,415.78
2015,1,PROCESADORA,presupuesto,ZF718802,S.C.D.B. DE COSTA RICA S.A.,186102.6,335.32
2015,1,PROCESADORA,presupuesto,ZF720803,PRECISION WIRE COMPONENTS C.R. S.R.L.,411743.4,741.88
2015,1,PROCESADORA,presupuesto,ZF730215,OBERG COSTA RICA L.T.D.A.,598334.4,1078.08
2015,1,PROCESADORA,presupuesto,ZF730307,TECHSHOP INTERNACIONAL S.A.,1498722,2700.4
2015,1,PROCESADORA,presupuesto,ZF730409,DANIELS MANUFACTURERA S.A.,128282.7,231.14
2015,1,PROCESADORA,presupuesto,ZF730716,DESHLER AUTOMOTIVE PRODUCTS S.A.,349999.65,630.63
2015,1,PROCESADORA,presupuesto,ZF730735,GREIF COSTA RICA S.A.,739953.75,1333.25
2015,1,PROCESADORA,presupuesto,ZF731139,OKAY INDUSTRIES COSTA RICA S.R.L.,167121.6,301.12
2015,1,PROCESADORA,presupuesto,ZF731215,PRECISION INTERNACIONAL PREINSA S.A.,122371.95,220.49
2015,1,PROCESADORA,presupuesto,ZF731312,SARET METALMECANICA S.A.,2381388.45,4290.79
2015,1,PROCESADORA,presupuesto,ZF731325,RAU PRECISION METALS S.A.,235475.4,424.28
2015,1,PROCESADORA,presupuesto,ZF739719,PRECISION CONCEPTS COSTA RICA S.A.,310172.85,558.87
2015,1,PROCESADORA,presupuesto,ZF741205,MEDCONX MDX COSTA RICA S.A.,111000,200
2015,1,PROCESADORA,presupuesto,ZF769805,C.V.G. ALUMINIOS NACIONALES S.A.,4412416.5,7950.3
2015,1,PROCESADORA,presupuesto,ZF781008,PB METALS S.A.,585086.55,1054.21
2015,1,PROCESADORA,presupuesto,ZF80108,CONGELADOS DEL MONTE S.A.,808041.15,1455.93
2015,1,PROCESADORA,presupuesto,ZF80731,TROPIFROST S.A.,254012.4,457.68
2015,1,PROCESADORA,presupuesto,ZF81024,CONGELADOS Y JUGOS DEL VALLE VERDE S.A.,399050.55,719.01
2015,1,PROCESADORA,presupuesto,ZF830913,TECHNOENDS S.A.,1219773.45,2197.79
2015,1,PROCESADORA,presupuesto,ZF840604,INTERNATIONAL PRECISION MOLDS S.A.,537772.8,968.96
2015,1,PROCESADORA,presupuesto,ZF840623,TEGRA MEDICAL COSTA RICA S.R.L.,290470.35,523.37
2015,1,PROCESADORA,presupuesto,ZF850008,TRIMPOT ELECTRONICAS LIMITADA S.R.L.,3120831.6,5623.12
2015,1,PROCESADORA,presupuesto,ZF850022,L-TRES COMUNICACIONES COSTA RICA S.A.,213225.45,384.19
2015,1,PROCESADORA,presupuesto,ZF850103,MICRO TECHNOLOGIES S.A.,644449.35,1161.17
2015,1,PROCESADORA,presupuesto,ZF850109,MULTI-MIX MICROTECNOLOGY S.A,370917.6,668.32
2015,1,PROCESADORA,presupuesto,ZF850410,MERLIN VME S.A.,111000,200
2015,1,PROCESADORA,presupuesto,ZF850605,TICO ELECTRONICS TWO S.A.,311932.2,562.04
2015,1,PROCESADORA,presupuesto,ZF850626,SAMTEC INTERCONNET ASSEMBLY SIA C.R. S.R.L.,1354344.3,2440.26
2015,1,PROCESADORA,presupuesto,ZF850710,HEART TRANSVERTER S.A.,170157.45,306.59
2015,1,PROCESADORA,presupuesto,ZF850821,HUBER SUHNER ASTROLAB COSTA RICA S.R.L.,111000,200
2015,1,PROCESADORA,presupuesto,ZF850906,HITRONICOS DE COSTA RICA S.A.,316527.6,570.32
2015,1,PROCESADORA,presupuesto,ZF851013,GENERAL MICROCIRCUITS DE C.R. S.R.L.,469696.5,846.3
2015,1,PROCESADORA,presupuesto,ZF851128,SOUCE ONE TECHNOLOGIES DE C.R. S.A.,368325.75,663.65
2015,1,PROCESADORA,presupuesto,ZF858603,CAMTRONICS S.A.,232134.3,418.26
2015,1,PROCESADORA,presupuesto,ZF858905,SUTTLE COSTA RICA S.A.,499666.5,900.3
2015,1,PROCESADORA,presupuesto,ZF859207,C&K COACTIVE S.A.,111000,200
2015,1,PROCESADORA,presupuesto,ZF859219,XELTRON S.A.,936618,1687.6
2015,1,PROCESADORA,presupuesto,ZF859506,AGM AUTOMOTIVE COSTA RICA S.A.,839842.65,1513.23
2015,1,PROCESADORA,presupuesto,ZF859530,TICO ELECTRONICS TPE S.A.,402003.15,724.33
2015,1,PROCESADORA,presupuesto,ZF859539,TRIQUINT S.R.L.,828337.5,1492.5
2015,1,PROCESADORA,presupuesto,ZF859705,COMPONENTES INTEL DE COSTA RICA S.A.,6436068.6,11596.52
2015,1,PROCESADORA,presupuesto,ZF859707,CONTROLES DE CORRIENTE S.A.,111000,200
2015,1,PROCESADORA,presupuesto,ZF859801,CIA EMC TECNOLOGIA S.A.,288894.15,520.53
2015,1,PROCESADORA,presupuesto,ZF859810,PROLEX S.A.,568630.8,1024.56
2015,1,PROCESADORA,presupuesto,ZF870502,HUTCHINGS AUTOMOTIVE PRODUCTS S.A.,1760709.75,3172.45
2015,1,PROCESADORA,presupuesto,ZF870823,FIRESTONE INDUSTRIAS PRODUCTS DE COSTA RICA S.A.,1403189.85,2528.27
2015,1,PROCESADORA,presupuesto,ZF900205,ARTHROCARE DE COSTA RICA S.R.L.,970772.7,1749.14
2015,1,PROCESADORA,presupuesto,ZF900312,HOLOGIC SURGICAL PRODUCTS COSTA RICA S.A,1432654.8,2581.36
2015,1,PROCESADORA,presupuesto,ZF900314,BOSTON SCIENTIFIC DE COSTA RICA S.R.L.,2638664.25,4754.35
2015,1,PROCESADORA,presupuesto,ZF900509,VERIDIAM MEDICAL S.A.,239271.6,431.12
2015,1,PROCESADORA,presupuesto,ZF900514,HORIZONS INTERNATIONAL CORPORATION COSTA RICA HICR S.A.,113547.45,204.59
2015,1,PROCESADORA,presupuesto,ZF900618,SENSORS GROUP COSTA RICA S.A.,220323.9,396.98
2015,1,PROCESADORA,presupuesto,ZF900712,WESPORT S.A.,111000,200
2015,1,PROCESADORA,presupuesto,ZF900910,MOOG MDG S.R.L.,864662.25,1557.95
2015,1,PROCESADORA,presupuesto,ZF900918,ESTABLISHMENT LABS S.A.,116094.9,209.18
2015,1,PROCESADORA,presupuesto,ZF900920,ST JUDE MEDICAL COSTA RICA L.T.D.A.,2536094.7,4569.54
2015,1,PROCESADORA,presupuesto,ZF900931,BENTEC COSTA RICA S.R.L.,233094.45,419.99
2015,1,PROCESADORA,presupuesto,ZF901010,NITINOL DEVICES & COMPONENTES S.R.L.,612281.55,1103.21
2015,1,PROCESADORA,presupuesto,ZF901025,SMC COSTA RICA DIVISION S.R.L.,464290.8,836.56
2015,1,PROCESADORA,presupuesto,ZF901035,ABBOTT VASCULAR L.T.D.A.,1611586.8,2903.76
2015,1,PROCESADORA,presupuesto,ZF901102,PENN UNITED COSTA RICA S.A.,111000,200
2015,1,PROCESADORA,presupuesto,ZF901103,COVIDIEN MANUFACTURING SOLUTIONS S.A.,2248621.35,4051.57
2015,1,PROCESADORA,presupuesto,ZF901108,VOLCARICA S.R.L.,1344470.85,2422.47
2015,1,PROCESADORA,presupuesto,ZF901131,HELIX MEDICAL LATR S.R.L.,249622.35,449.77
2015,1,PROCESADORA,presupuesto,ZF901140,MICROVENTION COSTA RICA S.R.L.,667587.3,1202.86
2015,1,PROCESADORA,presupuesto,ZF901213,APPLIED MEDICAL PRECISION S.A.,111000,200
2015,1,PROCESADORA,presupuesto,ZF901219,NEOMETRICS COSTA RICA S.R.L,111000,200
2015,1,PROCESADORA,presupuesto,ZF901222,CINCOTEK MEDICAL C.R. S.R.L.,162232.05,292.31
2015,1,PROCESADORA,presupuesto,ZF901236,CONCEPTUS COSTA RICA S.R.L,189743.4,341.88
2015,1,PROCESADORA,presupuesto,ZF901315,TEKNIPLEX COSTA RICA S.R.L.,121633.8,219.16
2015,1,PROCESADORA,presupuesto,ZF901337,CYBERONICS LATAM S.R.L.,111000,200
2015,1,PROCESADORA,presupuesto,ZF908901,PHAROS DE COSTA RICA S.A.,118903.2,214.24
2015,1,PROCESADORA,presupuesto,ZF909405,LABORATORIOS DENTALES DE ZONA FRANCA S.A.,192707.1,347.22
2015,1,PROCESADORA,presupuesto,ZF909520,SACO INTERNACIONAL S.A.,236363.4,425.88
2015,1,PROCESADORA,presupuesto,ZF909702,VITEC VIDEOCOM L.T.D.A,742623.3,1338.06
2015,1,PROCESADORA,presupuesto,ZF909713,DEROYAL CIENTIFICA DE LATINOAMERICA S.R.L.,344283.15,620.33
2015,1,PROCESADORA,presupuesto,ZF909920,ALLERGAN COSTA RICA L.T.D.A.,1364461.95,2458.49
2015,1,PROCESADORA,presupuesto,ZF940620,RTC TERMOFORMAS S.A.,111000,200
2015,1,PROCESADORA,presupuesto,ZF941020,EUROCONCRETOS DE COSTA RICA S.A.,1622520.3,2923.46
2015,1,PROCESADORA,presupuesto,ZF941029,RELAXTECH INTERNATIONAL S.A.,601792.05,1084.31
2015,1,PROCESADORA,presupuesto,ZF950306,ATACOM INDUSTRIES S.A.,111000,200
2015,1,PROCESADORA,presupuesto,ZF958912,PRODUCTOS DEPORTIVOS K.F. S.A.,396974.85,715.27
2015,1,PROCESADORA,presupuesto,ZF959403,RAWLINGS DE COSTA RICA S.A.,2268007.5,4086.5
2015,1,PROCESADORA,presupuesto,ZF981302,VWR INTERNATIONAL L.T.D.A.,111000,200
2015,1,PROCESADORA,presupuesto,ZF981308,SAUVIGNON SUR S.A.,476190,858
2015,1,PROCESADORA,presupuesto,ZF901404,VIAX DENTAL LAB S.A.,144483.15,260.33
2015,1,PROCESADORA,presupuesto,ZF731410,BEKAERT COSTA RICA S.A.,2581582.5,4651.5
2015,1,PROCESADORA,presupuesto,ZF191413,PANIFRESH COSTA RICA S.A.,817687.05,1473.31
2015,1,PROCESADORA,presupuesto,ZF901414,TECHDEVICE COSTA RICA L.T.D.A.,172738.2,311.24
2015,1,PROCESADORA,presupuesto,ZF841415,TMG GEOTECHNICAL DISTRIBUTION S.R.L.,111000,200
2015,1,PROCESADORA,presupuesto,ZF851416,ZOLLNER ELECTRONIC COSTA RICA L.T.D.A.,817293,1472.6
2015,1,PROCESADORA,presupuesto,ZF901420,CATHETER RESEARCH S.R.L.,130591.5,235.3
2015,1,PROCESADORA,presupuesto,ZF901423,CENTRAL AMERICAN SILICONE SUPPLIERS CASS S.A.,111000,200
2015,1,PROCESADORA,presupuesto,ZF851424,CRAM COSTA RICAN ADVANCED MANUFACTURING S.A.,158452.5,285.5
2015,1,PROCESADORA,presupuesto,ZF901426,THERAGENICS COSTA RICA L.T.D.A.,208125,375
2015,1,PROCESADORA,presupuesto,ZF901428,COOPERVISION MANUFACTURING COSTA RICA S.R.L.,111000,200
2015,1,PROCESADORA,presupuesto,ZF211427,ALIMENTOS KAMUK INTERNACIONAL C.R. S.A.,1012503.15,1824.33
2015,1,PROCESADORA,presupuesto,,CRECIMIENTO,7416237.22,13362.59
2015,1,SERVICIOS,presupuesto,ZF150014D,COMPAÛIA INDUSTRIAL ACEITERA COTO 54 S.A.,111000,200
2015,1,SERVICIOS,presupuesto,ZF209922D,COMPAÛIA MUNDIMAR S.A.,111000,200
2015,1,SERVICIOS,presupuesto,ZF210832D,SENSIENT COSTA RICA S.R.L.,111000,200
2015,1,SERVICIOS,presupuesto,ZF300701D,HOSPIRA COSTA RICA L.T.D.,111000,200
2015,1,SERVICIOS,presupuesto,ZF309529D,PFIZER ZONA FRANCA S.A,111000,200
2015,1,SERVICIOS,presupuesto,ZF309921,ROCHE SERVICIOS S.A.,2385655.57,4298.48
2015,1,SERVICIOS,presupuesto,ZF389714D,FORTECH S.A.,111000,200
